drug_id,country,number,approved_on,expires_on,ped_extension
9102,United States,7727984,01-Jun-2010,10-Nov-2023,0
9102,United States,7786111,31-Aug-2010,10-Nov-2023,0
9104,United States,5873360,23-Feb-1999,23-Aug-2016,1
9104,United States,7101866,05-Sep-2006,03-Aug-2021,0
9104,United States,7439393,21-Oct-2008,11-Sep-2022,0
9104,United States,6759398,06-Jul-2004,03-Aug-2021,0
9104,United States,RE44874,29-Apr-2014,23-Mar-2023,0
9104,United States,6537983,25-Mar-2003,03-Aug-2021,0
9104,United States,8511304,20-Aug-2013,14-Jun-2027,0
9104,United States,7629335,08-Dec-2009,03-Aug-2021,0
9104,United States,8161968,24-Apr-2012,05-Feb-2028,0
9104,United States,8746242,10-Jun-2014,11-Oct-2030,0
9104,United States,8113199,14-Feb-2012,23-Oct-2027,0
9104,United States,7776895,17-Aug-2010,11-Sep-2022,0
9104,United States,8534281,17-Sep-2013,10-Aug-2029,0
9104,United States,6878698,12-Apr-2005,03-Aug-2021,0
9104,United States,8309572,13-Nov-2012,27-Apr-2025,0
9104,United States,8183257,22-May-2012,27-Jul-2025,0
9104,United States,7488827,10-Feb-2009,27-Apr-2025,0
9104,United States,7498440,03-Mar-2009,27-Apr-2025,0
9104,United States,9333310,10-May-2016,02-Oct-2027,0
9104,United States,9750726,05-Sep-2017,29-Nov-2030,0
9104,United States,9750762,05-Sep-2017,29-Nov-2030,0
9105,United States,7879842,01-Feb-2011,22-Aug-2026,1
9105,United States,7361650,22-Apr-2008,22-Aug-2026,1
9105,United States,7867996,11-Jan-2011,22-Aug-2026,1
9105,United States,7361649,22-Apr-2008,22-Aug-2026,1
9107,United States,6546281,08-Apr-2003,28-Jul-2015,0
9107,United States,5658583,19-Aug-1997,28-Jul-2015,0
9107,United States,6465006,15-Oct-2002,28-Jul-2015,0
9107,United States,6465709,15-Oct-2002,07-Jul-2020,0
9107,United States,6780426,24-Aug-2004,28-Jul-2015,0
9107,United States,6306431,23-Oct-2001,28-Jul-2015,0
9107,United States,5919479,06-Jul-1999,28-Jul-2015,0
9107,United States,6528086,04-Mar-2003,28-Sep-2019,0
9107,United States,8580282,12-Nov-2013,02-Apr-2030,0
9107,United States,6413499,02-Jul-2002,20-Mar-2020,0
9107,United States,9308191,12-Apr-2016,02-Apr-2030,0
9107,United States,10350180,16-Jul-2019,14-Jan-2031,0
9107,United States,10603293,31-Mar-2020,14-Jan-2031,0
9107,United States,10751305,25-Aug-2020,14-Jan-2031,0
9118,United States,8909305,09-Dec-2014,23-Dec-2022,0
9118,United States,8703820,22-Apr-2014,12-Mar-2023,0
9118,United States,7964202,21-Jun-2011,01-Sep-2024,0
9118,United States,8071644,06-Dec-2011,18-Jul-2027,0
9118,United States,8080537,20-Dec-2011,18-Jul-2027,0
9118,United States,8105618,31-Jan-2012,23-Dec-2022,0
9118,United States,8129362,06-Mar-2012,18-Jul-2027,0
9118,United States,8445543,21-May-2013,12-Jul-2027,0
9118,United States,8809305,19-Aug-2014,23-Dec-2022,0
9118,United States,8936800,20-Jan-2015,23-Dec-2022,0
9118,United States,8241649,14-Aug-2012,23-Dec-2022,0
9118,United States,7820186,26-Oct-2010,23-Nov-2025,0
9118,United States,8288434,16-Oct-2012,05-Aug-2029,0
9118,United States,8663699,04-Mar-2014,03-Jun-2029,0
9118,United States,8895070,25-Nov-2014,03-Jun-2029,0
9118,United States,9078870,14-Jul-2015,03-Jun-2029,0
9118,United States,8785420,22-Jul-2014,23-Dec-2022,0
9118,United States,8729127,20-May-2014,12-Mar-2023,0
9118,United States,9504704,29-Nov-2016,03-Jun-2029,0
9118,United States,9561208,07-Feb-2017,03-Jun-2029,0
9118,United States,9381179,05-Jul-2016,12-Mar-2023,0
9118,United States,9387187,12-Jul-2016,12-Mar-2023,0
9118,United States,9814690,14-Nov-2017,23-Dec-2022,0
9118,United States,10137142,27-Nov-2018,03-Jun-2029,0
9118,United States,10220049,05-Mar-2019,03-Jun-2029,0
9118,United States,10624918,21-Apr-2020,03-Jun-2029,0
9118,United States,9868103,08-Aug-2008,08-Aug-2028,0
9118,United States,11071878,30-Dec-2010,30-Dec-2030,0
9123,United States,7800788,21-Sep-2010,02-Feb-2022,0
9123,United States,5914331,22-Jun-1999,02-Jan-2018,1
9123,United States,6043230,28-Mar-2000,25-Jan-2018,1
9123,United States,5814639,29-Sep-1998,29-Mar-2017,1
9123,United States,6642245,04-Nov-2003,04-May-2021,1
9123,United States,6703396,09-Mar-2004,09-Sep-2021,1
9123,United States,5922695,13-Jul-1999,25-Jan-2018,1
9123,United States,5935946,10-Aug-1999,25-Jan-2018,1
9123,United States,5977089,02-Nov-1999,25-Jan-2018,1
9123,United States,8592397,26-Nov-2013,13-Jan-2024,0
9123,United States,8716264,06-May-2014,13-Jan-2024,0
9123,United States,8148374,03-Apr-2012,03-Sep-2029,0
9123,United States,7635704,22-Dec-2009,26-Oct-2026,0
9123,United States,7176220,13-Feb-2007,20-Nov-2023,0
9123,United States,8981103,17-Mar-2015,26-Oct-2026,0
9123,United States,8633219,21-Jan-2014,24-Apr-2030,0
9123,United States,9296769,29-Mar-2016,15-Aug-2032,0
9123,United States,7803788,28-Sep-2010,02-Feb-2022,0
9123,United States,8754065,17-Jun-2014,15-Aug-2032,0
9123,United States,7390791,24-Jun-2008,07-May-2022,0
9123,United States,9457036,04-Oct-2016,13-Jan-2024,0
9123,United States,9744181,29-Aug-2017,13-Jan-2024,0
9123,United States,9891239,13-Feb-2018,03-Sep-2029,0
9123,United States,10039718,07-Aug-2018,04-Oct-2032,0
9124,United States,8900566,02-Dec-2014,08-Aug-2027,0
9124,United States,8642025,04-Feb-2014,11-Aug-2027,0
9124,United States,8629171,14-Jan-2014,13-Jun-2031,0
9124,United States,8329159,11-Dec-2012,13-Apr-2028,0
9124,United States,9421192,23-Aug-2016,08-Aug-2027,0
9126,United States,6489346,03-Dec-2002,16-Jul-2016,0
9126,United States,6699885,02-Mar-2004,16-Jul-2016,0
9126,United States,6645988,11-Nov-2003,16-Jul-2016,0
9126,United States,7399772,15-Jul-2008,16-Jul-2016,0
9126,United States,6814978,09-Nov-2004,26-Feb-2022,1
9126,United States,5989588,23-Nov-1999,30-Mar-2018,1
9127,United States,7763712,27-Jul-2010,15-Jul-2026,0
9129,Canada,2310536,11-Sep-2007,28-Jun-2020,0
9134,United States,8496973,30-Jul-2013,29-Mar-2031,0
9134,United States,8568793,29-Oct-2013,24-Dec-2031,0
9134,United States,9585912,07-Mar-2017,29-Mar-2031,0
9134,United States,9345724,24-May-2016,29-Mar-2031,0
9141,United States,5753646,19-May-1998,27-Jun-2016,0
9141,United States,8372431,12-Feb-2013,17-Apr-2030,0
9141,United States,9206135,08-Dec-2015,21-Apr-2026,0
9141,United States,9643929,09-May-2017,21-Apr-2026,0
9141,United States,9566244,14-Feb-2017,23-Oct-2028,0
9141,United States,9763954,19-Sep-2017,13-Sep-2028,0
9141,United States,9750747,05-Sep-2017,24-Aug-2032,0
9141,United States,10695354,30-Jun-2020,06-May-2025,0
9141,United States,10675287,09-Jun-2020,06-May-2025,0
9141,United States,10702536,07-Jul-2020,06-May-2025,0
9141,United States,10912781,09-Feb-2021,23-Oct-2028,0
9145,United States,6133251,17-Oct-2000,25-Oct-2016,0
9145,United States,8071577,06-Dec-2011,13-May-2026,0
9145,United States,8153616,10-Apr-2012,30-Jan-2028,0
9145,United States,6884793,26-Apr-2005,25-Oct-2016,0
9148,United States,6706681,16-Mar-2004,16-Mar-2021,0
9150,United States,8349840,08-Jan-2013,12-Apr-2026,0
9150,United States,8618109,31-Dec-2013,12-Apr-2026,0
9150,United States,7888362,15-Feb-2011,23-Feb-2027,0
9150,United States,9839637,12-Dec-2017,12-Apr-2026,0
9150,United States,10307419,04-Jun-2019,12-Oct-2032,0
9150,United States,RE48059,23-Jun-2020,12-Apr-2026,0
9165,United States,6803046,12-Oct-2004,16-Aug-2022,0
9166,United States,8178563,15-May-2012,06-Feb-2029,0
9166,United States,8063043,22-Nov-2011,15-Sep-2029,0
9167,United States,7776838,17-Aug-2010,17-Aug-2027,0
9167,United States,5968914,19-Oct-1999,19-Oct-2016,0
9167,United States,6258795,10-Jul-2001,10-Jul-2018,0
9168,United States,9034300,19-May-2015,15-Oct-2030,0
9168,United States,9259494,16-Feb-2016,04-May-2035,0
9168,United States,9849199,26-Dec-2017,11-Feb-2036,0
9168,United States,7316997,08-Jan-2008,14-Aug-2023,0
9168,United States,7144577,05-Dec-2006,14-Jul-2020,0
9168,United States,5861379,19-Jan-1999,26-May-2020,0
9168,United States,8314066,20-Nov-2012,14-Aug-2023,0
9168,United States,8435945,07-May-2013,14-Aug-2023,0
9168,United States,7881777,01-Feb-2011,22-Sep-2021,0
9168,United States,6915154,05-Jul-2005,01-Aug-2021,0
9168,United States,8647605,11-Feb-2014,11-Feb-2029,0
9168,United States,9421280,23-Aug-2016,24-Nov-2025,0
9168,United States,8406860,26-Mar-2013,09-Apr-2029,0
9168,United States,8892190,18-Nov-2014,11-Aug-2020,0
9168,United States,8185176,22-May-2012,04-Jun-2028,0
9168,United States,10631746,28-Apr-2020,04-Aug-2035,0
9169,United States,6174442,16-Jan-2001,19-Dec-2016,0
9169,United States,9561251,07-Feb-2017,23-Jul-2030,1
9169,United States,10624855,21-Apr-2020,26-May-2035,1
9169,United States,10682376,16-Jun-2020,13-May-2029,1
9169,United States,10695367,30-Jun-2020,13-May-2029,1
9169,United States,10925896,23-Feb-2021,13-May-2029,1
9169,United States,10925897,23-Feb-2021,13-May-2029,1
9169,United States,10933090,02-Mar-2021,13-May-2029,1
9169,United States,11013761,13-May-2009,13-May-2029,1
9169,United States,11013762,13-May-2009,13-May-2029,1
9170,United States,6779468,24-Aug-2004,31-Dec-2016,0
9170,United States,7816404,19-Oct-2010,17-Apr-2029,0
9170,United States,6689275,10-Feb-2004,31-Dec-2016,0
9171,United States,7807135,05-Oct-2010,18-Mar-2029,0
9172,United States,8506929,13-Aug-2013,30-Apr-2027,0
9172,United States,7687052,30-Mar-2010,30-Apr-2027,0
9175,United States,7351401,01-Apr-2008,24-Jan-2023,0
9175,United States,8691185,08-Apr-2014,24-Jan-2023,0
9175,United States,7270800,18-Sep-2007,14-Apr-2027,0
9175,United States,8236282,07-Aug-2012,21-May-2024,0
9175,United States,8916131,23-Dec-2014,16-Sep-2028,0
9177,United States,5945449,31-Aug-1999,31-Oct-2017,0
9177,United States,7300674,27-Nov-2007,04-Mar-2023,0
9177,United States,6077836,20-Jun-2000,20-Jun-2017,0
9177,United States,6248726,19-Jun-2001,19-Jun-2018,0
9177,United States,7291324,06-Nov-2007,22-Oct-2022,0
9177,United States,7169381,30-Jan-2007,01-Sep-2024,0
9177,United States,7658914,09-Feb-2010,01-Sep-2024,0
9177,United States,7084130,01-Aug-2006,29-Nov-2021,0
9177,United States,9326969,03-May-2016,10-Sep-2033,0
9177,United States,9592252,14-Mar-2017,11-Aug-2032,0
9177,United States,9707297,18-Jul-2017,10-Sep-2033,0
9177,United States,8999313,07-Apr-2015,10-Sep-2033,0
9177,United States,10016504,10-Jul-2018,10-Sep-2033,0
9177,United States,10646512,12-May-2020,25-Mar-2032,0
9177,United States,10792306,06-Oct-2020,09-Mar-2032,0
9177,United States,10780112,22-Sep-2020,09-Mar-2032,0
9177,United States,10918723,16-Feb-2021,10-Sep-2033,0
9182,United States,6367480,09-Apr-2002,26-Oct-2019,0
9182,United States,6720314,13-Apr-2004,07-May-2019,0
9182,United States,6696430,24-Feb-2004,07-May-2019,0
9182,United States,6372449,16-Apr-2002,12-Nov-2019,0
9207,United States,6703403,09-Mar-2004,26-Dec-2016,1
9207,United States,6037157,14-Mar-2000,26-Dec-2016,1
9207,United States,7364752,29-Apr-2008,10-May-2021,1
9207,United States,7148359,12-Dec-2006,19-Jan-2020,1
9207,United States,8268349,18-Sep-2012,25-Feb-2025,1
9207,United States,8399015,19-Mar-2013,25-Feb-2025,1
9207,United States,9139536,22-Sep-2015,09-Nov-2028,0
9207,United States,8685984,01-Apr-2014,04-Sep-2032,0
9207,United States,8466159,18-Jun-2013,04-Sep-2032,0
9207,United States,8642538,04-Feb-2014,10-Sep-2029,0
9207,United States,8501238,06-Aug-2013,17-Sep-2028,0
9207,United States,8680106,25-Mar-2014,04-Sep-2032,0
9207,United States,8492386,23-Jul-2013,04-Sep-2032,0
9207,United States,8188104,29-May-2012,17-May-2029,0
9207,United States,9006387,14-Apr-2015,10-Jun-2030,0
9207,United States,9044480,02-Jun-2015,10-Apr-2031,0
9207,United States,8686026,01-Apr-2014,09-Jun-2031,0
9207,United States,8420596,16-Apr-2013,10-Oct-2031,1
9207,United States,8691938,08-Apr-2014,13-Apr-2032,0
9207,United States,9629841,25-Apr-2017,18-Oct-2033,0
9207,United States,9333204,10-May-2016,02-Jan-2035,0
9207,United States,9744170,29-Aug-2017,02-Jan-2035,0
9207,United States,10105365,23-Oct-2018,02-Jan-2035,0
9207,United States,10201584,12-Feb-2019,17-May-2032,0
9207,United States,10201542,12-Feb-2019,18-Oct-2033,0
9207,United States,10201541,12-Feb-2019,17-May-2032,0
9209,United States,9603853,28-Mar-2017,07-Feb-2033,0
9209,United States,9358204,07-Jun-2016,07-Feb-2033,0
9209,United States,9662338,30-May-2017,07-Feb-2033,0
9230,United States,3669968,13-Jun-1972,13-Jun-1992,0
9288,United States,8475780,02-Jul-2013,30-Mar-2024,0
9288,United States,8216560,10-Jul-2012,14-Mar-2027,0
9288,United States,8889115,18-Nov-2014,30-Mar-2024,0
9288,United States,8337824,25-Dec-2012,29-May-2030,0
9288,United States,7556799,07-Jul-2009,27-Feb-2025,0
9288,United States,8778324,15-Jul-2014,30-Mar-2024,0
9288,United States,8287847,16-Oct-2012,30-Mar-2024,0
9288,United States,8282913,09-Oct-2012,11-Mar-2026,0
9288,United States,8147873,03-Apr-2012,11-Mar-2026,0
9288,United States,9492476,15-Nov-2016,08-Oct-2033,0
9288,United States,9925212,27-Mar-2018,08-Oct-2033,0
9288,United States,10485821,26-Nov-2019,30-Mar-2024,0
9290,United States,9011391,21-Apr-2015,26-Mar-2024,0
9290,United States,9233211,12-Jan-2016,02-Mar-2024,0
9290,United States,8603044,10-Dec-2013,02-Mar-2024,0
9290,United States,8512297,20-Aug-2013,15-Sep-2024,0
9290,United States,8679069,25-Mar-2014,12-Apr-2025,0
9290,United States,8992486,31-Mar-2015,05-Jun-2024,0
9290,United States,8556864,15-Oct-2013,03-Mar-2024,0
9290,United States,7918833,05-Apr-2011,23-Mar-2028,1
9290,United States,9561331,07-Feb-2017,28-Aug-2024,0
9290,United States,9623189,18-Apr-2017,19-Aug-2024,0
9290,United States,9610409,04-Apr-2017,02-Mar-2024,0
9290,United States,9526844,27-Dec-2016,02-Mar-2024,0
9290,United States,9604008,28-Mar-2017,02-Mar-2024,0
9290,United States,9533105,03-Jan-2017,17-Aug-2024,0
9290,United States,9408979,09-Aug-2016,02-Mar-2024,0
9290,United States,9604009,28-Mar-2017,16-Aug-2024,0
9290,United States,9072836,07-Jul-2015,15-Mar-2032,0
9290,United States,9084853,21-Jul-2015,05-Oct-2031,0
9290,United States,8882721,11-Nov-2014,28-Jun-2031,0
9290,United States,9511193,06-Dec-2016,19-Jan-2032,0
9290,United States,RE45313,30-Dec-2014,12-Jul-2020,0
9290,United States,8475414,02-Jul-2013,28-Dec-2030,0
9290,United States,9308329,12-Apr-2016,28-Dec-2030,0
9290,United States,8915888,23-Dec-2014,08-Jun-2030,0
9290,United States,9408893,09-Aug-2016,27-Aug-2032,0
9290,United States,9526764,27-Dec-2016,09-Oct-2029,0
9290,United States,9707176,18-Jul-2017,11-Nov-2030,0
9290,United States,9775954,03-Oct-2017,02-Mar-2024,0
9290,United States,9827379,28-Nov-2017,02-Mar-2024,0
9290,United States,9821032,21-Nov-2017,09-May-2032,0
9290,United States,9855388,02-Jan-2018,24-Apr-2029,0
9290,United States,9440029,13-Sep-2016,30-Jan-2032,0
9290,United States,9950039,24-Apr-2018,10-Dec-2035,0
9290,United States,9981013,29-May-2018,30-Aug-2030,0
9290,United States,9717852,01-Aug-2017,08-Apr-2033,0
9290,United States,10028910,24-Jul-2018,11-Nov-2030,0
9290,United States,10029011,24-Jul-2018,02-Aug-2032,0
9290,United States,10117909,06-Nov-2018,09-Oct-2029,0
9290,United States,10201663,12-Feb-2019,10-Mar-2034,0
9291,United States,6409990,25-Jun-2002,12-May-2020,0
9291,United States,9439985,13-Sep-2016,27-Sep-2033,0
9293,United States,8450338,28-May-2013,10-Oct-2028,0
9293,United States,8481083,09-Jul-2013,10-Oct-2028,0
9293,United States,9827231,28-Nov-2017,23-Jun-2034,0
9293,United States,10624879,21-Apr-2020,23-Jun-2034,0
9297,United States,9115091,25-Aug-2015,07-Jul-2028,0
9297,United States,9205076,08-Dec-2015,14-Mar-2025,0
9297,United States,8691860,08-Apr-2014,07-Jul-2028,0
9297,United States,8344011,01-Jan-2013,14-Mar-2025,0
9297,United States,8609709,17-Dec-2013,14-Mar-2025,0
9297,United States,7741356,22-Jun-2010,25-Mar-2028,0
9297,United States,7786158,31-Aug-2010,14-Mar-2025,0
9297,United States,9364489,14-Jun-2016,07-Jul-2028,0
9297,United States,8772325,08-Jul-2014,14-Mar-2025,0
9297,United States,9675587,13-Jun-2017,14-Mar-2033,0
9297,United States,9700542,11-Jul-2017,14-Mar-2025,0
9297,United States,9789125,17-Oct-2017,07-Jul-2028,0
9297,United States,10188632,29-Jan-2019,14-Mar-2033,0
9297,United States,10213415,26-Feb-2019,14-Mar-2025,0
9297,United States,11007179,14-Mar-2013,14-Mar-2033,0
9297,United States,11090291,14-Mar-2013,14-Mar-2033,0
9300,United States,6350468,26-Feb-2002,14-Dec-2018,0
9305,United States,8324242,04-Dec-2012,18-Apr-2027,0
9305,United States,8754224,17-Jun-2014,28-Dec-2026,0
9305,United States,8410274,02-Apr-2013,28-Dec-2026,0
9305,United States,7495103,24-Feb-2009,20-May-2027,0
9305,United States,8741933,03-Jun-2014,08-Nov-2026,0
9305,United States,8716338,06-May-2014,08-Nov-2026,0
9305,United States,8846718,30-Sep-2014,04-Dec-2028,0
9305,United States,8653103,18-Feb-2014,04-Dec-2028,0
9305,United States,9216969,22-Dec-2015,08-Nov-2026,0
9305,United States,8507534,13-Aug-2013,20-Sep-2030,0
9305,United States,8993600,31-Mar-2015,11-Dec-2030,0
9305,United States,9670163,06-Jun-2017,28-Dec-2026,0
9305,United States,9192606,24-Nov-2015,29-Sep-2029,0
9305,United States,7973038,05-Jul-2011,08-Nov-2026,0
9305,United States,9150552,06-Oct-2015,04-Dec-2028,0
9305,United States,9931334,03-Apr-2018,28-Dec-2026,0
9305,United States,10076513,18-Sep-2018,04-Dec-2028,0
9305,United States,10597384,24-Mar-2020,04-Dec-2028,0
9305,United States,10646481,12-May-2020,13-Aug-2029,0
9305,United States,11052075,04-Dec-2008,04-Dec-2028,0
9312,United States,7291324,06-Nov-2007,22-Oct-2022,0
9312,United States,7169381,30-Jan-2007,01-Sep-2024,0
9312,United States,7658914,09-Feb-2010,01-Sep-2024,0
9312,United States,9326969,03-May-2016,10-Sep-2033,0
9312,United States,9592252,14-Mar-2017,11-Aug-2032,0
9312,United States,9707297,18-Jul-2017,10-Sep-2033,0
9312,United States,8999313,07-Apr-2015,10-Sep-2033,0
9312,United States,10016504,10-Jul-2018,10-Sep-2033,0
9312,United States,10646512,12-May-2020,25-Mar-2032,0
9312,United States,10792306,06-Oct-2020,09-Mar-2032,0
9312,United States,10780112,22-Sep-2020,09-Mar-2032,0
9312,United States,10918723,16-Feb-2021,10-Sep-2033,0
9317,United States,8470842,25-Jun-2013,18-Jan-2029,0
9317,United States,8404702,26-Mar-2013,09-Oct-2029,0
9317,United States,8796299,05-Aug-2014,17-Dec-2022,0
9317,United States,7049320,23-May-2006,08-Dec-2023,0
9317,United States,7981905,19-Jul-2011,04-Apr-2027,0
9317,United States,8361500,29-Jan-2013,09-Oct-2029,0
9317,United States,7563801,21-Jul-2009,04-Apr-2027,0
9317,United States,8178550,15-May-2012,04-Apr-2027,0
9317,United States,9101615,11-Aug-2015,14-Jul-2032,0
9318,United States,8796331,05-Aug-2014,14-Jul-2023,1
9318,United States,8101659,24-Jan-2012,14-Jul-2023,1
9318,United States,7468390,23-Dec-2008,27-May-2024,1
9318,United States,8404744,26-Mar-2013,14-Jul-2023,1
9318,United States,8877938,04-Nov-2014,27-Nov-2027,1
9318,United States,9388134,12-Jul-2016,08-May-2027,1
9318,United States,9517226,13-Dec-2016,22-Aug-2033,0
9318,United States,9937143,10-Apr-2018,22-Aug-2033,0
9318,United States,11058667,09-May-2016,09-May-2036,0
9322,United States,6703403,09-Mar-2004,26-Dec-2016,1
9322,United States,6037157,14-Mar-2000,26-Dec-2016,1
9322,United States,7364752,29-Apr-2008,10-May-2021,1
9322,United States,7148359,12-Dec-2006,19-Jan-2020,1
9322,United States,8268349,18-Sep-2012,25-Feb-2025,1
9322,United States,8399015,19-Mar-2013,25-Feb-2025,1
9322,United States,9139536,22-Sep-2015,09-Nov-2028,0
9322,United States,8685984,01-Apr-2014,04-Sep-2032,0
9322,United States,8466159,18-Jun-2013,04-Sep-2032,0
9322,United States,8642538,04-Feb-2014,10-Sep-2029,0
9322,United States,8501238,06-Aug-2013,17-Sep-2028,0
9322,United States,8680106,25-Mar-2014,04-Sep-2032,0
9322,United States,8492386,23-Jul-2013,04-Sep-2032,0
9322,United States,8188104,29-May-2012,17-May-2029,0
9322,United States,9006387,14-Apr-2015,10-Jun-2030,0
9322,United States,9044480,02-Jun-2015,10-Apr-2031,0
9322,United States,8686026,01-Apr-2014,09-Jun-2031,0
9322,United States,8420596,16-Apr-2013,10-Oct-2031,1
9322,United States,8691938,08-Apr-2014,13-Apr-2032,0
9322,United States,9629841,25-Apr-2017,18-Oct-2033,0
9322,United States,9333204,10-May-2016,02-Jan-2035,0
9322,United States,9744170,29-Aug-2017,02-Jan-2035,0
9322,United States,10105365,23-Oct-2018,02-Jan-2035,0
9322,United States,10201584,12-Feb-2019,17-May-2032,0
9322,United States,10201542,12-Feb-2019,18-Oct-2033,0
9322,United States,10201541,12-Feb-2019,17-May-2032,0
9323,United States,6703403,09-Mar-2004,26-Dec-2016,1
9323,United States,6037157,14-Mar-2000,26-Dec-2016,1
9323,United States,7364752,29-Apr-2008,10-May-2021,1
9323,United States,7148359,12-Dec-2006,19-Jan-2020,1
9323,United States,8268349,18-Sep-2012,25-Feb-2025,1
9323,United States,8399015,19-Mar-2013,25-Feb-2025,1
9323,United States,9139536,22-Sep-2015,09-Nov-2028,0
9323,United States,8685984,01-Apr-2014,04-Sep-2032,0
9323,United States,8466159,18-Jun-2013,04-Sep-2032,0
9323,United States,8642538,04-Feb-2014,10-Sep-2029,0
9323,United States,8501238,06-Aug-2013,17-Sep-2028,0
9323,United States,8680106,25-Mar-2014,04-Sep-2032,0
9323,United States,8492386,23-Jul-2013,04-Sep-2032,0
9323,United States,8188104,29-May-2012,17-May-2029,0
9323,United States,9006387,14-Apr-2015,10-Jun-2030,0
9323,United States,9044480,02-Jun-2015,10-Apr-2031,0
9323,United States,8686026,01-Apr-2014,09-Jun-2031,0
9323,United States,8420596,16-Apr-2013,10-Oct-2031,1
9323,United States,8691938,08-Apr-2014,13-Apr-2032,0
9323,United States,9629841,25-Apr-2017,18-Oct-2033,0
9323,United States,9333204,10-May-2016,02-Jan-2035,0
9323,United States,9744170,29-Aug-2017,02-Jan-2035,0
9323,United States,10105365,23-Oct-2018,02-Jan-2035,0
9323,United States,10201584,12-Feb-2019,17-May-2032,0
9323,United States,10201542,12-Feb-2019,18-Oct-2033,0
9323,United States,10201541,12-Feb-2019,17-May-2032,0
9325,United States,7800788,21-Sep-2010,02-Feb-2022,0
9325,United States,5914331,22-Jun-1999,02-Jan-2018,1
9325,United States,5814639,29-Sep-1998,29-Mar-2017,1
9325,United States,6642245,04-Nov-2003,04-May-2021,1
9325,United States,6703396,09-Mar-2004,09-Sep-2021,1
9325,United States,7125879,24-Oct-2006,09-Aug-2022,0
9325,United States,6838464,04-Jan-2005,26-Feb-2021,0
9325,United States,8080551,20-Dec-2011,11-Apr-2023,0
9325,United States,8101629,24-Jan-2012,09-Aug-2022,0
9325,United States,7067522,27-Jun-2006,20-Dec-2019,0
9325,United States,8148374,03-Apr-2012,03-Sep-2029,0
9325,United States,7635704,22-Dec-2009,26-Oct-2026,0
9325,United States,7176220,13-Feb-2007,20-Nov-2023,0
9325,United States,8981103,17-Mar-2015,26-Oct-2026,0
9325,United States,8633219,21-Jan-2014,24-Apr-2030,0
9325,United States,9296769,29-Mar-2016,15-Aug-2032,0
9325,United States,7803788,28-Sep-2010,02-Feb-2022,0
9325,United States,8754065,17-Jun-2014,15-Aug-2032,0
9325,United States,7390791,24-Jun-2008,07-May-2022,0
9325,United States,9891239,13-Feb-2018,03-Sep-2029,0
9325,United States,9216996,22-Dec-2015,19-Dec-2033,0
9325,United States,9708342,18-Jul-2017,19-Jun-2035,0
9325,United States,9732092,15-Aug-2017,19-Dec-2033,0
9325,United States,7470506,30-Dec-2008,23-Dec-2019,1
9325,United States,8597876,03-Dec-2013,23-Dec-2019,1
9325,United States,7700645,20-Apr-2010,26-Jun-2027,1
9325,United States,8518987,27-Aug-2013,16-Aug-2024,1
9325,United States,9889115,13-Feb-2018,23-Dec-2019,1
9325,United States,10039718,07-Aug-2018,04-Oct-2032,0
9325,United States,10385067,20-Aug-2019,19-Jun-2035,0
9325,United States,10548846,04-Feb-2020,08-Nov-2036,0
9325,United States,10786515,29-Sep-2020,19-Jul-2038,0
9325,United States,10786518,29-Sep-2020,19-Jul-2038,0
9343,United States,5908638,01-Jun-1999,26-Jul-2015,0
9344,United States,6660726,09-Dec-2003,08-Mar-2021,0
9344,United States,6855703,15-Feb-2005,12-Feb-2021,0
9347,United States,8147852,03-Apr-2012,30-Mar-2028,0
9351,United States,8323683,04-Dec-2012,30-Apr-2028,0
9356,United States,8946235,03-Feb-2015,08-Aug-2032,0
9356,United States,9732058,15-Aug-2017,25-Jul-2032,0
9356,United States,10183020,22-Jan-2019,02-Jan-2035,0
9362,United States,6080756,27-Jun-2000,05-Jul-2016,0
9362,United States,6194429,27-Feb-2001,23-Jul-2018,0
9370,United States,7799783,21-Sep-2010,16-Dec-2026,0
9370,United States,5744475,28-Apr-1998,28-Mar-2016,0
9370,United States,6479500,12-Nov-2002,16-Mar-2020,0
9370,United States,9527833,27-Dec-2016,17-Jun-2034,0
9370,United States,RE46284,24-Jan-2017,16-Dec-2026,0
9370,United States,10456399,29-Oct-2019,03-Feb-2037,0
9370,United States,10457666,29-Oct-2019,17-Jun-2034,0
9370,United States,10960004,30-Mar-2021,03-Feb-2037,0
9401,United States,7881777,01-Feb-2011,22-Sep-2021,0
9401,United States,6915154,05-Jul-2005,01-Aug-2021,0
9401,United States,8647605,11-Feb-2014,11-Feb-2029,0
9401,United States,8185176,22-May-2012,04-Jun-2028,0
9401,United States,9421280,23-Aug-2016,24-Nov-2025,0
9401,United States,8406860,26-Mar-2013,09-Apr-2029,0
9401,United States,8892190,18-Nov-2014,11-Aug-2020,0
9401,United States,10631746,28-Apr-2020,04-Aug-2035,0
9434,United States,5945449,31-Aug-1999,31-Oct-2017,0
9434,United States,7300674,27-Nov-2007,04-Mar-2023,0
9434,United States,6077836,20-Jun-2000,20-Jun-2017,0
9434,United States,6248726,19-Jun-2001,19-Jun-2018,0
9434,United States,7084130,01-Aug-2006,29-Nov-2021,0
9440,United States,10632150,28-Apr-2020,19-Apr-2039,0
9441,United States,10632150,28-Apr-2020,19-Apr-2039,0
9449,United States,5840757,24-Nov-1998,24-Nov-2015,0
9449,United States,9717852,01-Aug-2017,08-Apr-2033,0
